,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code,model,location
42,7.48,26.53,7.61,15.77,12.76,72.82,10.97,9.8,49.85,9.84,7.48,26.18,7.45,10.01,207.88,3.26,2.71,36.28,-14834.7,23.99,0.03,76.01,0.16,384.71,31.56,87.95,0.36,65.4,32.81,30.28,175.36,19.42,5.63,9.25,9.97,7.79,0.49,1.86,0.66,72717.0,19294.0,9281.0,929.0,0.0,9281.0,7917.0,7375.0,12579.0,-2427.0,106681.0,80072.0,25589.0,24554.0,80782.0,10.1,3.23,83.71,4.2,2.34,0.69,64.23,389.27,0.92,292.84,0.17,0.12,1.58,0.49,51.23,603380,0,3
43,8.07,49.0,7.98,64.96,39.53,49.98,33.52,9.14,38.41,9.17,8.07,51.53,10.21,8.11,123.25,11.47,9.93,277.17,8603.0,11.99,0.02,88.01,1.08,374.27,13.63,43.52,1.22,57.52,44.05,7.3,1505.04,22.72,-29.58,-28.4,10.17,3.71,0.39,2.6,0.19,199693.0,97858.0,78945.0,5987.0,455.0,79399.0,66741.0,61407.0,150099.0,33953.0,829625.0,507983.0,99490.0,44306.0,730135.0,9.08,2.86,94.53,1.46,0.71,0.24,184.74,1134.45,0.38,708.48,0.75,0.18,2.24,1.51,338.78,300408,0,9
44,1.34,27.03,1.36,5.11,4.29,71.61,3.95,2.9,6.13,2.9,1.34,25.55,11.01,-0.16,630.18,1.02,0.79,18.28,269.68,53.92,8.24,46.08,8.17,75.11,116.99,103.45,15.06,93.51,121.8,110.78,190.24,44.25,4.31,3.39,-30.17,-3.13,0.06,1.03,-0.24,122863.0,33214.0,5275.0,-4.0,-5.0,5271.0,4843.0,3313.0,-7068.0,-8378.0,362367.0,158973.0,195371.0,155380.0,166917.0,2.9,1.76,153.18,2.49,0.66,0.35,108.31,782.16,0.81,333.62,-0.06,-0.02,-1.46,-0.04,-4.55,300301,0,9
45,1.14,57.17,1.68,22.71,15.45,40.67,15.34,1.23,14.46,1.23,1.14,60.59,36.42,15.31,317.72,14.13,13.3,99.34,793.21,7.37,0.24607142857142864,92.63,4.5126020408163265,288.87,7.96,69.94943877551019,7.909336734693871,83.32,14.61,6.61,295.89382653061216,23.23,34.56,-53.24,-28.07,-38.73,0.18,4.05,-0.22,9429.0,5391.0,1457.0,20.0,240.0,1697.0,1453.0,1065.0,-2557.0,5284.0,127247.0,110029.0,9383.0,7786.0,117775.0,2.92,0.69,388.6,0.66,2.34,0.11,410.52,2456.78,0.14,1989.68,-0.27,-0.02,-1.77,-0.27,-32.83,688011,0,20
46,0.1,14.25,0.11,1.52,1.32,85.01,0.39,2.13,0.95,0.26,0.1,16.76,8.1,13.93,998.18,1.34,1.17,66.67,188.6,60.21,4.4,39.79,33.73,96.41,151.3,95.08,45.87,63.82,175.66,141.15,174.21,40.73,23.4,-88.85,14.55,11.99,0.05,2.2,0.03,8572203.0,1221222.0,112899.0,7599.0,9446.0,122345.0,185224.0,-18900.0,1652699.0,-70558.0,32440068.0,9764452.0,19531111.0,7280105.0,8676274.0,2.14,4.26,63.43,6.01,0.43,0.27,44.95,989.74,0.87,310.77,0.19,0.05,49.9,0.08,22.7,200725,0,5
47,-205.01,24.57,-120.07,-4550.14,-2061.86,73.19,-8593.71,-2.97,-548.96,-2.92,-205.01,23.58,116.37,88.52,-0.28,0.31,0.2,2.35,-98080.27,211.02,0.05,-111.02,2.32,-1688.03,-190.07,34.44,4.77,63.6,-56.1,-110.73,277.88,4.16,5.51,-290.36,-192.07,-62.93,-5.42,3.31,-0.02,18677.0,4589.0,-385083.0,-197936.0,-1244889.0,-1629972.0,-1585842.0,-639278.0,20410.0,-1614.0,782891.0,295252.0,1652069.0,962435.0,-871578.0,-3.0,0.12,2184.47,0.14,0.24,0.01,1967.93,19285.71,0.02,13106.8,1.09,0.03,-1.55,0.01,2.12,600485,0,5
48,11.74,41.27,12.28,39.09,26.42,57.79,21.94,15.21,253.34,25.88,19.98,39.78,9.09,0.52,155.69,2.44,1.92,20.67,2907.53,22.81,0.17,77.2,5.55,266.01,29.54,56.42,7.95,77.9,58.15,29.29,271.35,29.02,24.35,29.72,23.82,11.07,1.49,9.26,0.57,29320.0,12102.0,7746.0,14.0,27.0,7773.0,6434.0,6342.0,3375.0,1047.0,54783.0,30193.0,12493.0,12386.0,42290.0,16.47,2.28,118.44,2.77,1.94,0.56,97.37,482.49,1.0,268.68,0.12,0.06,0.52,0.27,27.25,300811,0,9
49,3.07,39.59,3.1,17.28,14.49,58.36,11.67,3.4,22.69,3.4,3.07,40.24,23.34,-0.16,273.57,4.7,3.9,225.14,-4986.43,9.77,0.1,90.23,3.23,213.35,10.83,66.01,3.5,76.42,60.6,10.68,885.81,41.33,-2.44,-10.62,3.4,0.91,0.23,3.66,0.38,12964.0,5132.0,1879.0,30.0,-3.0,1876.0,1513.0,1316.0,2193.0,1192.0,49265.0,22325.0,4813.0,4749.0,44453.0,3.45,3.34,80.9,1.96,0.49,0.27,137.99,1016.57,0.55,488.51,0.17,0.04,1.45,0.46,46.18,2729,0,10
50,0.33,19.38,0.35,0.77,0.69,79.78,0.68,0.56,1.68,0.54,0.33,50.32,15.92,87.99,2605.66,1.73,1.38,26.42,224.3,38.35,0.04,61.65,2.88,830.22,62.21,10.74,3.94,80.86,63.73,56.91,327.65,0.0,8.88,-69.35,4.04,16.86,0.02,1.42,0.19,297697.0,57688.0,2067.0,1801.0,147.0,2214.0,2090.0,1744.0,-50683.0,-10060.0,606963.0,368485.0,232787.0,212939.0,373079.0,0.56,2.25,120.01,3.8,1.26,0.52,71.0,522.65,0.83,325.46,-0.17,-0.08,-25.21,-0.22,-23.8,2528,0,9
51,2.16,44.93,2.26,14.52,9.5,54.72,9.74,4.82,14.54,4.82,2.16,44.17,11.18,7.35,466.84,1.6,0.73,11.08,886.17,55.27,0.03,44.73,0.96,426.97,123.56,29.65,2.1,65.89,30.29,122.79,180.21,10.78,21.28,45.24,10.51,25.76,0.15,2.25,-0.16,115196.0,51752.0,10947.0,677.0,138.0,11085.0,11223.0,10138.0,16054.0,-19180.0,520037.0,449585.0,287423.0,280637.0,232614.0,4.89,0.88,306.23,0.29,1.34,0.23,930.39,1163.79,0.27,1000.74,0.14,0.03,1.43,0.06,5.72,603712,0,11
52,2.13,35.73,2.23,7.29,6.3,63.57,6.12,1.99,11.63,2.94,2.13,38.64,22.12,-0.49,567.68,2.45,1.85,31.59,515.1,27.49,0.24,72.51,12.18,882.15,37.91,32.45,16.72,66.26,52.81,34.67,252.13,8.77,17.07,46.05,13.68,8.69,0.07,2.43,-0.35,32170.0,11496.0,2028.0,-7.0,-3.0,2025.0,1218.0,398.0,-6052.0,-6504.0,92309.0,56957.0,25373.0,23205.0,61262.0,2.06,1.27,211.85,1.49,2.67,0.36,181.49,740.54,0.6,449.85,-0.19,-0.07,-3.07,-0.24,-26.08,300479,0,28
53,3.07,17.48,3.16,9.12,7.78,82.08,6.16,5.62,30.29,5.62,3.07,15.84,5.39,5.38,218.04,1.42,1.08,40.45,-2179.97,45.37,0.24607142857142864,54.63,4.5126020408163265,262.36,83.05,69.94943877551019,7.909336734693871,77.13,70.25,79.22,295.89382653061216,21.72,6.32,-8.43,6.05,4.42,0.31,4.91,0.83,134744.0,23552.0,10480.0,259.0,321.0,10802.0,8298.0,7818.0,18454.0,2995.0,270351.0,166604.0,122660.0,117000.0,147691.0,5.8,2.11,128.23,3.12,1.55,0.51,86.51,525.7,0.79,342.99,0.14,0.07,2.22,0.15,15.77,603890,0,3
54,-5.76,-7.43,-5.65,-30.13,-36.69,106.92,-36.32,-13.82,-65.36,-13.82,-5.76,41.43,18.46,3.17,19.59,1.02,0.73,26.28,-458.4,58.31,19.26,41.69,11.8,150.93,139.88,119.09,22.06,82.14,152.8,113.92,197.35,31.42,-15.81,-243.51,-16.45,-6.77,-0.65,1.24,0.05,196568.0,-14602.0,-72125.0,58.0,-2420.0,-74545.0,-71388.0,-83524.0,-225.0,-2935.0,1238976.0,449767.0,722479.0,442176.0,516496.0,-12.87,1.79,151.04,1.5,0.4,0.16,179.46,1736.33,0.43,631.73,-0.0,-0.0,0.29,-0.0,-0.05,300323,0,26
55,3.97,30.96,3.85,31.89,25.31,67.62,21.61,5.33,28.26,5.33,3.97,35.17,10.32,0.24,122.35,2.53,1.71,64.8,1700.54,25.64,0.03,74.36,0.62,237.54,34.49,87.01,0.83,58.49,87.73,19.31,623.23,29.59,-16.6,-55.56,1.12,-1.89,0.28,4.29,0.15,533219.0,165108.0,134979.0,350.0,-31.0,134947.0,115243.0,68856.0,246659.0,-212250.0,2905315.0,1010000.0,745024.0,399231.0,2160291.0,5.35,2.12,127.62,1.21,0.38,0.18,222.7,1515.15,0.46,588.24,0.46,0.08,2.14,0.33,61.78,600703,0,26
56,5.84,40.68,6.24,26.19,19.34,58.13,16.37,4.92,39.06,7.73,5.84,44.6,14.8,1.73,209.58,2.18,1.5,25.53,-11378.98,24.5,0.05,75.5,3.46,326.32,32.44,16.04,4.15,76.73,67.33,29.83,528.01,23.75,305.98,-320.45,-0.53,11.24,0.23,4.81,-0.17,57281.0,23302.0,11075.0,149.0,43.0,11118.0,5435.0,4039.0,136.0,-10480.0,160536.0,78932.0,39326.0,36153.0,110396.0,5.05,2.35,114.66,1.55,0.97,0.38,174.62,708.48,0.79,339.71,0.0,0.0,0.01,0.0,0.38,300397,0,1
57,5.12,40.71,6.16,20.9,15.57,58.87,11.84,6.51,35.43,7.79,5.12,40.03,15.92,-0.05,258.92,2.87,2.35,71.54,957.72,34.2,0.24,65.8,10.22,206.9,51.98,46.2,13.45,80.76,53.38,49.95,271.92,19.27,37.48,17.59,528.94,99.82,0.31,2.04,-0.04,135177.0,55024.0,21050.0,-212.0,201.0,21251.0,12413.0,9016.0,5431.0,-1072.0,312297.0,202609.0,106807.0,70713.0,190785.0,12.21,9.52,28.36,2.32,4.14,0.52,116.5,518.93,0.88,306.75,0.04,0.02,0.34,0.05,7.68,688007,0,9
58,6.49,29.38,6.52,19.48,15.22,69.89,13.37,10.05,55.59,9.86,6.49,30.1,11.88,16.54,182.85,4.04,3.13,30.58,1607.2,34.17,-1.9,65.83,2.98,120.12,51.91,104.11,7.8,72.67,47.35,25.89,149.18,41.58,1.02,-4.01,8.63,4.48,0.56,2.23,0.89,162124.0,47640.0,24669.0,2923.0,1385.0,26054.0,21707.0,17773.0,16308.0,-6082.0,333925.0,229832.0,114102.0,56907.0,216094.0,10.26,2.71,99.58,2.38,0.88,0.49,113.39,553.96,0.7,383.63,0.1,0.05,0.75,0.14,28.66,603989,0,25
59,2.62,13.03,3.07,6.42,5.8,86.74,5.11,3.63,35.74,3.61,2.62,13.65,3.24,1.84,225.16,2.72,2.35,26.2,1046.19,27.52,0.0,72.48,0.17,312.34,37.97,42.4,0.23,87.34,42.5,35.36,373.36,21.14,49.63,2.19,103.17,94.88,0.39,7.86,-1.36,309782.0,40371.0,17954.0,352.0,-23.0,17930.0,15914.0,14462.0,-264.0,117772.0,604816.0,418521.0,166445.0,153993.0,438323.0,4.67,2.72,99.38,5.19,2.18,0.6,52.0,449.33,0.89,303.44,-0.0,-0.0,-0.02,-0.0,-0.17,688005,0,29
60,4.65,23.79,4.8,16.14,13.96,75.88,12.22,7.55,84.12,7.24,4.65,23.54,10.41,14.1,170.17,1.82,1.44,46.4,-36416.92,35.74,0.02,64.26,0.64,344.36,55.61,64.49,0.99,56.96,65.13,50.83,299.03,18.67,-38.81,-48.58,3.5,5.38,0.86,8.19,-0.39,521647.0,124119.0,72847.0,10195.0,93.0,72939.0,65323.0,47761.0,23628.0,-62320.0,1370148.0,796656.0,489661.0,438780.0,864775.0,7.76,1.64,164.82,2.97,1.47,0.39,90.84,688.07,0.68,399.94,0.05,0.02,0.37,0.05,5.38,601869,0,26
61,4.61,27.47,4.69,18.34,15.9,72.19,12.73,5.64,46.14,5.32,4.61,27.22,13.66,10.16,173.76,3.81,3.44,79.1,-1224.2,13.37,0.24607142857142864,86.63,4.5126020408163265,295.12,15.43,69.94943877551019,7.909336734693871,64.33,61.89,14.04,295.89382653061216,29.2,1.75,-16.15,6.51,6.8,0.49,5.26,1.28,24650.0,6771.0,3920.0,420.0,-24.0,3896.0,3295.0,2068.0,3467.0,-2306.0,68098.0,31589.0,9103.0,8284.0,58428.0,5.66,2.26,119.46,5.93,0.8,0.37,45.49,733.1,0.68,397.94,0.14,0.05,1.11,0.38,41.86,300689,0,9
62,5.7,28.68,5.77,17.3,14.17,70.67,12.07,7.92,36.96,7.92,5.7,29.3,11.33,7.8,200.62,2.54,2.26,38.63,-2934.92,28.0,0.01,72.0,0.52,230.06,38.9,53.57,0.72,67.22,53.96,34.1,402.21,31.17,-1.07,7.65,5.42,3.77,0.37,5.11,0.71,84854.0,24339.0,12020.0,834.0,112.0,12132.0,10245.0,7167.0,14698.0,-3301.0,179659.0,109864.0,50311.0,43174.0,129348.0,8.02,3.98,67.76,4.69,1.04,0.48,57.56,564.74,0.76,354.19,0.17,0.08,1.43,0.29,34.04,300739,0,9
63,1.78,34.0,1.9,13.27,11.44,64.11,7.39,14.19,5.1,12.58,1.78,39.3,20.23,2.75,297.05,0.29,0.29,6.54,267.13,85.86,0.0,14.14,0.0,2794.06,607.12,-166.72,0.0,28.1,568.17,486.6,79.02,0.52,21.22,361.49,-11.44,9.15,0.04,-0.72,0.0,13970.0,4749.0,1599.0,44.0,-970.0,1599.0,894.0,894.0,409.0,570.0,58028.0,11402.0,49822.0,39932.0,6300.0,11.54,3.99,67.63,19.5,27.26,0.26,13.85,1048.95,1.82,148.11,0.03,0.01,0.4,0.01,1.02,600234,0,17
64,2.14,31.7,2.23,5.96,5.31,67.55,4.7,3.86,10.4,3.86,2.14,34.52,20.55,-0.04,598.56,2.15,1.79,49.0,1300.82,44.57,0.09,55.43,4.33,2352.43,80.4,23.36,7.24,30.68,25.18,79.98,222.24,2.47,6.15,-12.97,7.86,25.66,0.1,3.21,-0.16,44243.0,14023.0,2351.0,7.0,-8.0,2343.0,2080.0,1589.0,-1799.0,-9701.0,97335.0,83747.0,43381.0,38940.0,53954.0,3.87,1.23,219.94,2.25,11.27,0.47,119.97,569.38,0.53,513.11,-0.04,-0.02,-0.86,-0.04,-4.62,300514,0,9
65,1.45,13.19,1.44,4.24,3.54,86.2,3.03,1.76,4.34,1.76,1.45,15.0,5.08,25.67,338.71,4.37,3.05,103.83,-311.15,17.85,0.01,82.15,0.39,1519.98,21.73,28.17,0.49,25.12,27.39,21.6,462.59,5.3,15.43,-29.3,1.02,3.96,0.04,2.14,-0.14,180277.0,23771.0,6377.0,1160.0,641.0,7018.0,5380.0,4123.0,-29668.0,8593.0,376647.0,291896.0,67233.0,66829.0,305221.0,1.75,1.88,143.37,1.9,5.81,0.48,142.24,566.87,0.61,440.03,-0.16,-0.08,-5.44,-0.44,-44.39,900941,0,29
66,0.3,15.69,0.32,1.01,0.88,84.02,0.76,1.32,2.87,1.0,0.3,15.06,12.22,-6.92,1604.99,0.9,0.55,11.67,134.61,70.33,-0.78,29.67,4.62,103.54,237.05,135.57,13.48,78.07,156.7,215.83,153.26,31.72,4.9,-59.13,-21.17,-1.69,0.02,5.63,3.37,363972.0,57091.0,3206.0,-597.0,351.0,3557.0,2234.0,-1540.0,-29273.0,24963.0,927016.0,496028.0,651978.0,550757.0,169469.0,1.33,2.12,127.15,1.79,0.85,0.42,150.96,646.09,0.82,330.96,-0.08,-0.03,-10.63,-0.04,-5.32,300256,0,29
67,4.85,48.85,6.67,39.32,25.13,51.01,22.54,5.33,87.13,5.33,4.85,48.26,12.73,-0.06,194.48,12.13,11.15,298.08,-598.84,9.0,0.24607142857142864,91.0,4.5126020408163265,702.96,9.89,69.94943877551019,7.909336734693871,48.08,11.21,8.14,295.89382653061216,11.38,16.73,46.29,14.91,22.56,1.08,9.44,0.7,20527.0,10027.0,5159.0,-34.0,-3.0,5156.0,4628.0,3201.0,4337.0,5946.0,95377.0,85644.0,8582.0,7061.0,86796.0,10.0,3.75,72.05,1.51,5.01,0.3,179.1,912.16,0.34,793.42,0.21,0.05,0.94,0.51,61.42,688019,0,2
68,10.5,34.63,15.04,38.58,26.92,64.71,22.87,10.9,116.2,10.9,10.5,36.08,4.37,0.05,128.71,31.37,30.02,444.17,1826.55,3.64,0.08,96.36,1.67,858.2102928870298,3.77,77.34,2.24,66.43242677824266,24.74,2.52,405.55,17.526150627615056,48.52,152.39,288.84,162.39,1.44,5.0,1.14,117327.0,40629.0,31581.0,30.0,-14.0,31567.0,26829.0,26322.0,18111.0,18192.0,255505.0,194603.0,9290.0,6203.0,246215.0,23.08,7.86,34.36,8.14,1.14,1.14,33.17,315.15,1.01,267.91,0.15,0.07,0.68,1.95,291.99,688388,0,9
69,3.85,23.73,3.96,12.27,10.99,74.99,8.39,5.12,20.01,5.06,3.85,25.18,12.91,-0.51,216.96,3.35,2.44,122.35,-2325.0,23.86,0.33,76.14,14.36,285.81,31.34,38.53,20.36,60.48,36.97,28.17,218.62,19.66,4.99,0.84,5.75,4.47,0.2,1.5,0.0,37012.0,8783.0,4069.0,-0.0,-20.0,4048.0,3107.0,2055.0,4506.0,5942.0,80607.0,57919.0,19233.0,17287.0,60674.0,5.25,2.64,102.39,1.79,0.95,0.47,151.18,572.88,0.67,403.05,0.12,0.06,1.45,0.23,26.06,600980,0,5
70,0.13,40.83,0.13,1.07,0.7,58.58,0.56,0.28,0.64,0.26,0.13,40.1,23.45,62.68,4618.51,1.8,1.21,29.76,-829.1,50.94,0.12,49.06,4.13,569.8,103.84,40.37,7.77,42.27,43.77,97.29,202.7,8.59,-1.82,-63.32,7.12,7.72,0.01,1.38,-0.41,69120.0,28219.0,481.0,253.0,130.0,611.0,389.0,23.0,-7948.0,-12584.0,306947.0,241043.0,156365.0,133827.0,137851.0,0.28,0.85,317.39,0.57,1.72,0.23,475.27,1167.32,0.29,918.06,-0.12,-0.03,-20.51,-0.05,-5.94,561,0,1
71,2.3,47.02,2.24,24.07,17.85,52.66,14.28,2.53,9.18,2.76,2.3,12.11,21.67,1.49,261.63,2.97,2.16,15.35,1363.42,16.55,0.03,83.45,0.75,151.45,19.83,65.5,0.89,73.89,66.09,18.99,607.02,28.5,9.64,-11.26,-9.9,-4.05,0.08,0.0,0.86,69528.0,32691.0,12412.0,102.0,84.0,12495.0,8887.0,8059.0,-21298.0,-23859.0,431356.0,193426.0,71369.0,65110.0,351714.0,2.5,0.8,337.42,0.79,1.67,0.16,343.64,1719.75,0.33,811.3,-0.31,-0.05,-2.15,-0.3,-32.71,2413,0,3
72,1.43,24.5,1.6,4.89,4.23,74.91,3.65,2.14,6.7,2.15,1.43,19.48,10.51,-20.97,581.96,2.76,2.0,148.59,-250.33,33.43,0.0,66.57,0.0,81.19,50.21,121.51,0.0,82.1,25.71,45.16,150.98,40.2,1.27,3.48,44.17,24.72,0.07,1.66,0.0,81966.0,20079.0,3466.0,-707.0,-16.0,3450.0,2969.0,3029.0,-6893.0,29086.0,208766.0,173038.0,69786.0,62766.0,138556.0,2.56,4.82,56.0,1.33,2.77,0.44,203.21,615.31,0.55,495.32,-0.08,-0.03,-2.3,-0.1,-10.98,2017,0,9
73,10.83,29.09,11.78,25.73,19.53,70.12,16.99,17.84,49.35,17.84,10.83,12.77,4.96,0.25,149.0,1.84,1.26,32.71,-20636.92,39.27,-1.79,60.73,3.94,103.07,64.65,104.85,8.69,52.37,63.35,55.16,168.75,40.11,30.18,122.13,25.33,19.69,0.5,1.82,0.27,501034.0,145749.0,97855.0,289.0,-40.0,97816.0,85121.0,81257.0,98037.0,58872.0,785678.0,483405.0,308498.0,263228.0,477180.0,19.53,3.28,82.21,2.76,1.07,0.69,97.73,389.5,1.19,226.53,0.2,0.12,1.15,0.32,37.24,2463,0,3
74,9.87,31.58,10.94,31.86,23.35,68.08,20.68,12.45,152.69,12.55,9.87,46.35,6.0,9.06,133.19,4.21,3.11,52.08,-40279.15,21.4,0.29,78.6,10.32,230.4,27.22,46.65,16.1,81.54,20.6,25.33,211.73,26.87,30.72,-20.96,17.66,31.3,1.46,1.63,0.04,141776.0,44769.0,33101.0,2534.0,512.0,33613.0,28009.0,22275.0,-11355.0,-2347.0,297101.0,248982.0,63568.0,59161.0,225046.0,13.01,3.74,72.13,2.07,0.43,0.53,130.64,510.2,0.61,443.42,-0.08,-0.04,-0.39,-0.18,-19.19,300747,0,26
75,5.8,31.52,5.9,20.82,14.82,67.98,14.03,6.93,45.09,6.68,5.8,45.3,2.66,2.11,212.89,6.83,5.58,532.63,-321.59,13.15,0.24607142857142864,86.85,4.5126020408163265,5044.8,15.13,69.94943877551019,7.909336734693871,63.8,16.29,14.47,295.89382653061216,1.68,3.05,6.04,1.13,2.47,0.46,1.96,0.91,106253.0,33494.0,15750.0,349.0,-17.0,15733.0,15183.0,12316.0,27424.0,42545.0,256985.0,220624.0,33781.0,32306.0,219120.0,7.0,22.17,12.18,1.7,1.72,0.42,159.11,642.09,0.49,548.89,0.26,0.11,1.84,0.81,84.89,300458,0,9
76,0.95,15.58,1.03,3.85,3.37,84.09,2.17,2.62,21.75,2.5,0.95,13.37,7.89,5.15,438.21,1.32,0.89,26.08,180.33,61.86,0.42,38.14,6.87,223.46,162.21,74.51,15.26,74.06,87.93,149.76,170.21,17.3,61.34,0.87,2.76,22.69,0.23,7.5,-0.03,104166.0,16225.0,3512.0,-30.0,191.0,3703.0,2362.0,1453.0,-10947.0,-16006.0,237315.0,157729.0,146809.0,119242.0,90198.0,2.65,2.16,124.91,1.88,1.55,0.48,143.53,567.47,0.7,386.32,-0.11,-0.05,-4.84,-0.07,-9.18,2876,0,9
77,13.04,37.93,13.42,44.96,29.23,61.29,25.11,16.98,142.61,16.9,13.04,38.22,2.97,4.1,129.69,3.61,3.07,73.42,-1049.53,22.87,0.0,77.13,0.05,1253.11,29.66,31.61,0.07,66.04,31.63,27.22,470.07,6.17,29.02,8.32,9.69,16.16,1.42,2.99,1.19,260157.0,98667.0,76043.0,3081.0,39.0,76082.0,64993.0,61062.0,15331.0,-30712.0,501130.0,378867.0,114631.0,104936.0,382668.0,17.43,2.7,99.91,3.56,6.06,0.53,75.95,505.33,0.68,398.52,0.06,0.03,0.23,0.13,14.61,2925,0,10
78,1.02,21.37,1.04,3.46,3.09,77.88,2.9,1.22,9.03,1.22,1.02,21.35,11.31,36.72,687.74,4.29,3.29,130.82,-48.11,16.24,0.1,83.76,5.88,486.53,19.38,28.99,7.14,65.23,41.52,18.13,485.39,17.4,33.44,-83.21,-5.18,1.64,0.09,5.15,0.43,25987.0,5554.0,804.0,293.0,3.0,808.0,753.0,-38.0,-71.0,-5892.0,73554.0,47972.0,11942.0,11171.0,61612.0,1.24,3.29,82.17,1.88,1.67,0.36,143.72,755.03,0.53,512.82,-0.0,-0.0,-0.09,-0.01,-0.64,300548,0,29
79,6.73,32.88,7.34,23.37,18.34,66.1,15.84,9.44,27.67,9.44,6.73,34.55,11.35,0.93,179.31,1.59,1.24,31.44,1791.46,28.68,0.45,71.32,5.49,149.83,40.22,86.97,7.15,48.46,93.66,37.04,370.36,48.22,17.32,24.92,13.39,12.24,0.28,2.93,0.42,34928.0,11484.0,6404.0,59.0,0.0,6405.0,5533.0,4911.0,8429.0,-2852.0,82166.0,27279.0,23566.0,17195.0,58600.0,9.91,2.59,104.09,4.33,0.56,0.46,62.3,583.03,1.28,211.75,0.24,0.1,1.52,0.36,49.02,688138,0,9
80,-0.97,15.79,-0.95,-4.78,-4.97,83.93,-4.56,-3.16,-43.38,-2.99,-0.97,40.03,19.61,-0.25,-318.17,1.03,0.61,12.7,-128.7,67.67,1.37,32.33,2.8,251.01,209.29,106.57,7.96,65.39,115.78,195.84,151.96,22.76,-26.27,32.19,7.65,11.19,-0.45,1.8,0.0,151516.0,23920.0,-7537.0,0.0,19.0,-7518.0,-7237.0,-8885.0,-57070.0,-73872.0,715403.0,447588.0,484097.0,432990.0,229032.0,-3.09,0.88,307.94,0.83,0.51,0.21,325.93,1301.2,0.32,836.69,-0.38,-0.08,0.0,-0.12,-13.18,600990,0,16
81,2.15,22.22,2.16,4.68,4.05,77.04,3.44,4.28,23.37,4.62,2.15,34.02,8.65,-1.52,549.02,1.13,0.63,19.67,391.1,53.35,0.49,46.65,3.1,377.97,114.38,89.21,6.24,69.86,95.15,112.36,187.12,0.0,2.76,47.53,-2.42,-6.32,0.21,2.17,-0.29,618488.0,137408.0,25054.0,-353.0,-26.0,25028.0,18816.0,14977.0,37946.0,-52721.0,986854.0,548866.0,526529.0,486612.0,440067.0,4.3,3.98,67.91,2.1,0.83,0.63,128.88,429.59,1.14,237.47,0.06,0.04,1.78,0.07,7.8,300115,0,9
82,4.3,21.22,4.4,8.12,7.3,78.29,6.55,7.01,29.12,7.0,4.3,21.42,9.92,-0.01,294.5,1.73,1.34,37.01,-988.81,38.49,0.05,61.51,1.37,295.89,62.59,57.21,2.17,76.21,58.48,62.51,256.44,20.46,53.55,-20.92,6.82,4.53,0.29,3.77,0.58,110168.0,23377.0,8043.0,104.0,-105.0,7938.0,7234.0,6971.0,9596.0,-3523.0,167709.0,107385.0,64558.0,62192.0,103169.0,7.19,2.23,121.23,3.72,2.07,0.67,72.5,401.97,1.05,256.95,0.09,0.06,1.33,0.15,15.43,2866,0,3
83,6.07,33.3,6.41,19.26,14.3,66.36,13.09,11.29,86.04,11.38,6.07,40.26,8.09,2.13,231.2,2.01,1.65,42.53,18129.7,46.68,0.02,53.32,0.95,304.83,87.55,33.26,1.76,60.5,33.86,78.1,237.05,0.0,19.34,22.0,30.03,27.08,0.8,2.0,0.36,689219.0,229491.0,98576.0,1426.0,684.0,99260.0,83114.0,81649.0,14984.0,-21487.0,1486775.0,1218356.0,694021.0,604931.0,736017.0,12.97,1.53,177.01,2.21,0.76,0.49,122.21,551.47,0.6,450.83,0.02,0.01,0.17,0.02,2.48,2179,0,12
